,session_id,age,ethnic,sex,sexuality_3,d_score,Mn_RT_all_3467,PCT_error_3467,Stimuli,tgaymen,tgaywomen,tstraightmen,tstraightwomen,att_5,aap1,aap7,ems1,ems4,ims3,ims4,ims4_7,countrycit,edu_13,major,politicalid_6,STATE,MSANo,CountyNo,MSAName
39863,1105751,18,5,f,0,.0133255192468253,1431.58333333333,9.16666666666667,1,5,5,5,5,3,1,1,2,1,3,2,2,US,4,,5,WA,42660,033,"Seattle-Tacoma-Bellevue, WA MSA"
39865,1102578,52,5,f,0,.440380560326524,1217.43333333333,2.5,2,8,10,8,10,3,1,0,0,-2,3,2,2,US,12,10,6,WA,42660,033,"Seattle-Tacoma-Bellevue, WA MSA"
39866,1101656,21,2,f,0,.438876787218858,704.925,18.3333333333333,1,10,7,10,10,4,-3,3,1,-3,2,0,0,US,7,10,3,WA,42660,033,"Seattle-Tacoma-Bellevue, WA MSA"
39867,1056215,18,5,m,0,.547517028583511,1030.95,5.83333333333333,2,9,10,10,10,3,2,-2,3,-3,3,3,3,US,4,,2,WA,42660,033,"Seattle-Tacoma-Bellevue, WA MSA"
39868,1105989,21,5,f,0,.583965646074147,612.016666666667,18.3333333333333,2,6,6,4,6,3,-3,3,3,3,3,3,3,US,7,6,5,WA,42660,033,"Seattle-Tacoma-Bellevue, WA MSA"
39869,1095567,55,2,f,0,.302973547818907,841.933333333333,3.33333333333333,2,8,9,8,9,4,1,0,3,-3,3,3,3,US,9,11,5,WA,42660,033,"Seattle-Tacoma-Bellevue, WA MSA"
39872,1102129,20,5,f,0,-.0903868351128084,802.25,9.16666666666667,1,10,9,4,9,2,-3,3,3,-3,3,2,2,US,7,10,6,WA,42660,033,"Seattle-Tacoma-Bellevue, WA MSA"
39873,1107160,47,2,f,0,.517765419173487,868.333333333333,8.33333333333333,1,7,6,8,8,3,1,-1,3,-2,3,3,3,US,8,2,5,WA,42660,033,"Seattle-Tacoma-Bellevue, WA MSA"
39876,1107035,29,5,m,0,-.0465242019251295,1398.66666666667,4.16666666666667,2,5,5,5,5,3,0,0,0,0,0,0,0,US,6,6,3,WA,42660,061,"Seattle-Tacoma-Bellevue, WA MSA"
39877,1113984,37,5,f,0,.479049902040181,772.958333333333,8.33333333333333,1,8,8,10,7,4,1,2,-3,-3,-3,3,3,US,5,7,4,WA,42660,061,"Seattle-Tacoma-Bellevue, WA MSA"
39878,1149374,22,5,f,0,.0493149587137156,768.383333333333,9.16666666666667,2,5,5,5,5,3,1,-1,0,0,3,2,2,US,6,11,4,WA,42660,061,"Seattle-Tacoma-Bellevue, WA MSA"
39879,1058304,22,5,f,0,.872189147967075,882.05,6.66666666666667,1,5,5,7,7,4,2,-1,1,-2,3,3,3,US,8,6,4,WA,13380,073,"Bellingham, WA MSA"
39880,1078825,20,5,f,0,.515618111123758,843.416666666667,18.3333333333333,2,8,8,8,8,3,1,0,1,-2,2,3,3,US,6,5,5,WA,13380,073,"Bellingham, WA MSA"
39881,1112252,24,5,m,0,-.330114334815508,1274.65,9.16666666666667,2,10,10,10,10,3,-3,3,0,-3,3,3,3,US,5,4,2,WA,42660,061,"Seattle-Tacoma-Bellevue, WA MSA"
39882,1112127,53,5,f,0,-.26515138510137,743.291666666667,10.0,1,4,4,8,8,5,0,-3,-3,-3,-3,-3,-3,US,5,5,2,WA,42660,061,"Seattle-Tacoma-Bellevue, WA MSA"
39883,1116316,21,5,m,0,.392155853098715,837.975,20.0,2,3,4,7,10,4,3,-3,3,3,3,3,3,US,6,11,1,WA,42660,061,"Seattle-Tacoma-Bellevue, WA MSA"
39884,1061907,32,5,f,0,-.0968906521814527,1139.775,2.5,1,9,9,8,9,3,-3,3,3,-3,3,3,3,US,5,1,3,WA,42660,061,"Seattle-Tacoma-Bellevue, WA MSA"
39888,1106043,20,5,m,0,.990526755556288,766.008333333333,10.8333333333333,2,5,5,10,10,5,1,-1,0,-1,1,1,1,US,5,6,1,WA,42660,061,"Seattle-Tacoma-Bellevue, WA MSA"
39890,1055172,26,5,f,0,-.756783564558453,691.95,18.3333333333333,2,6,5,4,5,3,-1,3,-2,-2,3,3,3,US,5,2,5,WA,42660,053,"Seattle-Tacoma-Bellevue, WA MSA"
39891,1099265,31,5,f,0,.504882218815153,686.525,11.6666666666667,2,5,5,5,5,3,1,1,3,-2,3,2,2,US,5,2,3,WA,42660,053,"Seattle-Tacoma-Bellevue, WA MSA"
39892,1063017,16,8,f,0,.04035452418726,789.933333333333,15.8333333333333,1,5,5,5,5,3,0,2,0,-2,2,3,3,US,3,,4,WA,42660,053,"Seattle-Tacoma-Bellevue, WA MSA"
39893,1068583,42,3,m,0,.0398170316473789,1408.74166666667,16.6666666666667,1,5,5,10,10,5,1,-2,-2,-3,3,2,2,US,6,13,2,WA,42660,053,"Seattle-Tacoma-Bellevue, WA MSA"
39894,1129648,39,5,f,2,.175470580859168,960.141666666667,2.5,1,8,9,3,9,2,-3,0,1,-3,3,3,3,US,9,7,6,WA,42660,053,"Seattle-Tacoma-Bellevue, WA MSA"
39899,1076773,20,5,m,1,-.221432662498272,819.058333333333,14.1666666666667,1,5,5,5,5,3,3,-2,1,0,3,3,3,US,6,4,4,WA,42660,053,"Seattle-Tacoma-Bellevue, WA MSA"
39900,1119418,31,5,m,0,.505178500628033,716.35,2.5,2,3,8,6,9,5,1,-1,1,-1,-1,-1,-1,US,7,4,3,WA,42660,053,"Seattle-Tacoma-Bellevue, WA MSA"
