,session_id,age,ethnic,sex,sexuality_3,d_score,Mn_RT_all_3467,PCT_error_3467,Stimuli,tgaymen,tgaywomen,tstraightmen,tstraightwomen,att_5,aap1,aap7,ems1,ems4,ims3,ims4,ims4_7,countrycit,edu_13,major,politicalid_6,STATE,MSANo,CountyNo,MSAName
37354,1119048,24,5,f,0,.675369866428459,1032.95833333333,11.6666666666667,1,7,5,7,7,3,1,-1,2,1,3,3,3,US,5,10,4,OH,18140,049,"Columbus, OH MSA"
37357,1144726,53,5,m,0,.404248755884533,1559.26666666667,1.66666666666667,2,3,9,9,10,5,1,-2,2,-2,2,2,2,US,12,10,3,OH,18140,049,"Columbus, OH MSA"
37358,1098265,19,5,f,0,.311729616316443,719.625,10.0,2,7,5,9,8,4,3,-1,2,-1,0,0,0,US,5,10,4,OH,18140,049,"Columbus, OH MSA"
37361,1150137,52,5,m,0,.150333426230549,983.541666666667,4.16666666666667,2,5,6,7,9,4,1,-1,-1,-2,3,3,3,US,12,11,6,OH,18140,049,"Columbus, OH MSA"
37362,1124017,24,3,f,0,1.33188118212127,1007.29166666667,7.5,1,9,7,10,10,5,3,-1,3,3,3,2,2,US,7,10,3,OH,18140,049,"Columbus, OH MSA"
37364,1127927,31,5,f,0,.537047964527771,1703.33333333333,4.16666666666667,2,10,9,10,10,3,0,2,2,1,2,2,2,US,7,13,5,OH,18140,049,"Columbus, OH MSA"
37366,1052846,20,5,f,0,.970320712356824,726.983333333333,5.0,1,5,5,9,9,3,0,0,0,-2,0,2,2,US,6,5,4,OH,18140,117,"Columbus, OH MSA"
37367,1107891,53,5,f,0,-.12956963671986,1586.90833333333,5.83333333333333,1,9,7,10,10,3,2,-1,3,-3,3,3,3,US,9,5,5,OH,45780,173,"Toledo, OH MSA"
37368,1070584,20,5,m,0,.644952281774638,756.508333333333,8.33333333333333,1,1,1,8,7,5,3,-2,-2,-3,-1,0,0,US,4,,1,OH,45780,173,"Toledo, OH MSA"
37371,1116758,28,5,m,1,-.599209082032335,741.541666666667,8.33333333333333,2,8,5,5,6,1,2,-1,-2,-3,3,3,3,US,8,10,5,OH,99034,069,OH NONMETROPOLITAN AREA
37373,1070407,49,5,m,0,.746028045030702,1226.05,5.0,1,8,10,10,10,5,1,-1,3,1,3,3,3,US,7,10,1,OH,45780,095,"Toledo, OH MSA"
37374,1137787,18,5,f,0,.436203085852456,872.85,16.6666666666667,2,5,3,10,8,3,0,0,0,-3,2,1,1,.,5,,3,OH,45780,095,"Toledo, OH MSA"
37377,1055937,20,5,f,2,.307292569302959,1164.75,10.8333333333333,1,5,5,5,5,3,-2,0,2,-1,3,2,2,US,5,5,3,OH,45780,095,"Toledo, OH MSA"
37379,1081697,21,5,f,0,.662523688905755,1516.25,2.5,2,6,3,9,9,4,1,-1,2,1,1,2,2,US,5,8,3,OH,99034,121,OH NONMETROPOLITAN AREA
37380,1062327,26,5,f,0,.693596731454928,1091.79166666667,6.66666666666667,1,10,5,10,5,3,1,0,-3,-3,3,3,3,US,4,,3,OH,99034,059,OH NONMETROPOLITAN AREA
37381,1135624,17,5,f,0,.286607725396279,698.533333333333,14.1666666666667,1,8,8,6,8,3,-3,3,0,0,3,3,3,US,3,,4,OH,48260,081,"Weirton-Steubenville, WV-OH MSA"
37382,1098625,34,5,m,0,-.0660700972594509,973.191666666667,2.5,1,7,7,7,7,4,1,-1,1,-1,3,1,1,US,8,11,6,OH,48260,081,"Weirton-Steubenville, WV-OH MSA"
37384,1111018,24,5,f,0,.626947601999455,1106.75833333333,4.16666666666667,1,7,7,10,10,5,1,1,1,1,1,1,1,US,8,2,4,OH,99034,007,OH NONMETROPOLITAN AREA
37385,1087722,14,,f,0,.123906334032945,728.916666666667,11.6666666666667,1,10,6,10,10,3,1,-2,3,0,3,3,3,US,3,,3,OH,17460,055,"Cleveland-Elyria-Mentor, OH MSA"
37386,1087735,15,5,f,0,.668818506441567,879,10.0,1,8,9,10,10,3,-2,0,3,-3,3,3,3,US,3,,3,OH,17460,055,"Cleveland-Elyria-Mentor, OH MSA"
37387,1087743,17,5,f,0,.242310013365677,957.991666666667,4.16666666666667,1,5,5,7,7,3,1,0,2,-2,2,2,2,US,3,,3,OH,17460,055,"Cleveland-Elyria-Mentor, OH MSA"
37388,1087744,16,5,f,0,.0387771128244841,1208.54166666667,10.0,2,10,1,5,9,3,-2,2,-3,0,3,0,0,US,3,,4,OH,17460,055,"Cleveland-Elyria-Mentor, OH MSA"
37389,1087754,17,5,f,0,-.575367501204982,1104.975,4.16666666666667,2,5,5,5,5,3,-2,2,0,-3,3,-2,-2,US,3,,5,OH,17460,055,"Cleveland-Elyria-Mentor, OH MSA"
37391,1102331,38,5,f,0,-.0753408012478763,757.55,3.33333333333333,1,8,5,10,5,3,1,3,1,-2,3,3,3,US,4,,1,OH,17460,093,"Cleveland-Elyria-Mentor, OH MSA"
37394,1106764,39,5,f,2,.116830590049004,991.825,0.833333333333333,1,5,5,5,5,3,0,-1,0,-3,3,3,3,US,6,6,4,OH,17460,085,"Cleveland-Elyria-Mentor, OH MSA"
37395,1109800,28,8,f,0,.3331507328313,734.916666666667,2.5,1,8,8,8,8,3,1,2,0,-3,1,3,3,US,8,11,4,OH,17460,055,"Cleveland-Elyria-Mentor, OH MSA"
37398,1134163,19,5,f,0,-.498521753185806,773.333333333333,6.66666666666667,2,10,8,5,8,4,-3,-3,-3,-3,-3,3,3,US,5,10,6,OH,17460,085,"Cleveland-Elyria-Mentor, OH MSA"
37399,1117468,40,5,m,1,.275197447093885,1172.10833333333,1.66666666666667,1,6,4,7,7,4,2,-1,2,1,3,2,2,US,9,2,3,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37400,1136191,22,5,f,0,.051709512360556,1084.63333333333,11.6666666666667,2,8,7,8,8,3,3,0,1,-1,3,3,3,US,7,8,5,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37401,1054388,29,5,f,0,-.399769781011257,712.858333333333,3.33333333333333,1,2,2,8,8,5,3,-2,1,0,-1,-1,-1,US,8,5,2,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37402,1133569,25,3,f,0,.595886233195271,1063.35833333333,14.1666666666667,2,10,8,10,5,3,1,2,-2,-2,2,2,2,.,5,9,3,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37403,1148101,46,5,f,0,.165300473081061,1287.76666666667,2.5,1,3,3,8,8,5,2,-1,2,1,2,2,2,US,9,,1,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37404,1055435,19,5,f,0,.117208911177464,861.441666666667,5.83333333333333,2,5,5,10,5,3,-3,3,3,0,3,3,3,US,5,10,4,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37406,1110086,18,5,f,0,.0916784437135155,813.633333333333,5.83333333333333,2,8,5,10,9,4,1,-1,2,-2,3,3,3,US,4,,5,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37407,1114136,31,5,f,0,.0613354250971861,876.65,0.833333333333333,1,5,5,5,5,3,-3,3,0,-2,0,2,2,US,13,1,6,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37408,1109823,39,5,f,0,.0109517276370828,814.983333333333,4.16666666666667,2,6,5,9,8,3,2,-1,-3,-3,2,2,2,US,8,1,3,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37409,1087789,46,5,f,0,-.0532650558824393,831.466666666667,9.16666666666667,1,8,10,7,10,3,1,-1,3,0,3,3,3,US,12,10,5,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37411,1110021,25,5,m,0,-.324779852668329,965.4,1.66666666666667,2,8,7,10,10,4,2,-2,2,1,2,3,3,US,7,8,6,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37412,1111065,23,5,f,0,.295985970635149,1434.78333333333,4.16666666666667,1,5,6,8,8,3,1,-1,2,1,3,3,3,US,8,5,5,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37413,1054239,19,5,m,0,.842138547160452,805.158333333333,9.16666666666667,1,2,2,9,9,4,2,1,2,2,2,2,2,US,5,10,2,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37414,1084299,19,5,f,2,-.290209185499703,744.191666666667,17.5,2,6,5,5,5,3,-1,-2,3,0,3,1,1,US,5,8,5,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37415,1110182,53,5,m,0,.298616837701921,930.666666666667,0.0,2,5,5,6,7,4,1,-1,2,-1,0,1,1,US,9,2,3,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37416,1109913,24,5,f,0,.765346374180675,993.4,2.5,1,10,2,6,9,3,0,1,1,0,-1,3,3,US,8,5,1,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37417,1109942,24,5,f,0,.393247978512213,888.858333333333,5.83333333333333,2,7,2,5,5,3,2,1,0,0,1,2,2,US,8,5,2,OH,17460,035,"Cleveland-Elyria-Mentor, OH MSA"
37418,1087695,16,5,f,0,.217213487773252,1126.575,20.0,2,8,10,10,9,3,1,-2,0,-3,3,3,3,US,3,,5,OH,10420,133,"Akron, OH MSA"
37420,1089473,37,5,f,0,.528370760333978,1798.20833333333,5.83333333333333,2,10,5,8,6,3,-1,3,3,-1,2,3,3,US,9,7,6,OH,17460,103,"Cleveland-Elyria-Mentor, OH MSA"
37421,1140937,46,5,f,0,.138017214574228,910.866666666667,1.66666666666667,2,10,4,10,10,3,0,1,3,-3,3,3,3,US,5,9,3,OH,10420,133,"Akron, OH MSA"
37422,1145350,28,5,f,0,.163012741004841,751.433333333333,7.5,1,8,5,10,10,3,0,-1,0,-2,1,2,2,US,5,5,4,OH,17460,103,"Cleveland-Elyria-Mentor, OH MSA"
37423,1073107,17,5,f,0,.255168930500888,1188.06666666667,13.3333333333333,2,3,3,8,8,5,3,-3,3,-3,0,2,2,US,3,,4,OH,99034,169,OH NONMETROPOLITAN AREA
37424,1129874,34,4,f,0,.0653805861800521,924.191666666667,1.66666666666667,1,7,6,7,7,3,-1,1,2,1,3,3,3,US,9,13,4,OH,10420,153,"Akron, OH MSA"
37425,1112360,18,5,f,1,-.794190731757347,843.766666666667,5.83333333333333,2,10,10,6,3,3,-3,2,3,-3,3,3,3,US,4,,3,OH,10420,153,"Akron, OH MSA"
37426,1110119,22,5,f,0,.923514590320153,716.558333333333,12.5,1,8,6,10,10,4,1,-2,1,1,3,3,3,US,7,2,5,OH,10420,153,"Akron, OH MSA"
37427,1128043,37,5,f,2,-.359274887463205,867.458333333333,12.5,1,9,8,8,7,3,2,-1,2,0,3,2,2,US,5,7,5,OH,49660,099,"Youngstown-Warren-Boardman, OH-PA MSA"
37429,1073148,19,5,f,0,.987148580626287,1312.24166666667,15.8333333333333,1,10,10,10,10,3,-1,-1,0,-3,3,3,3,US,5,,2,OH,15940,019,"Canton-Massillon, OH MSA"
37430,1073077,17,5,f,0,.98157820663107,1396.83333333333,16.6666666666667,2,5,4,10,10,5,0,-2,1,1,0,0,0,US,3,,1,OH,99034,169,OH NONMETROPOLITAN AREA
37432,1073774,18,5,f,0,.463814354915166,911.483333333333,19.1666666666667,1,6,0,10,5,3,-3,3,3,-3,3,2,2,US,4,,1,OH,99034,169,OH NONMETROPOLITAN AREA
37437,1073179,45,5,f,0,.357790010860583,791.6,4.16666666666667,2,5,8,8,9,3,1,0,3,-1,2,3,3,US,5,12,4,OH,99034,169,OH NONMETROPOLITAN AREA
37439,1073802,17,5,f,0,.68095532485943,1044.7,9.16666666666667,2,10,3,7,6,3,3,2,3,-3,3,3,3,US,3,,6,OH,99034,169,OH NONMETROPOLITAN AREA
37440,1073823,17,5,m,0,.737169236544678,1307.275,18.3333333333333,2,1,10,10,10,5,2,-2,2,2,2,2,2,US,3,,3,OH,99034,169,OH NONMETROPOLITAN AREA
37442,1058003,43,5,f,0,.314712713208912,821.908333333333,5.83333333333333,2,6,7,6,8,4,2,-1,3,2,3,2,2,US,11,5,3,OH,15940,151,"Canton-Massillon, OH MSA"
37443,1076693,17,5,f,0,.122350994689606,625.566666666667,9.16666666666667,1,7,6,7,6,3,0,0,0,-1,3,3,3,US,3,,4,OH,15940,151,"Canton-Massillon, OH MSA"
37444,1075312,19,5,f,0,.795358698928458,1338.33333333333,15.0,1,5,3,10,10,4,0,1,0,-1,0,3,3,US,4,2,3,OH,99034,033,OH NONMETROPOLITAN AREA
37446,1139707,21,5,m,0,1.08647928415323,968.158333333333,20.0,1,0,7,6,10,5,0,-3,-3,-3,-3,-3,-3,US,5,4,1,OH,31900,139,"Mansfield, OH MSA"
37448,1095874,17,5,f,0,-.0544185637575203,1070.13333333333,9.16666666666667,1,10,10,10,10,3,-3,3,3,-3,3,3,3,US,3,,6,OH,17140,017,"Cincinnati-Middletown, OH-KY-IN MSA"
37449,1118286,29,5,f,0,.243208434025833,831.616666666667,10.8333333333333,2,5,5,5,5,3,1,0,3,-3,2,3,3,US,5,7,3,OH,17140,017,"Cincinnati-Middletown, OH-KY-IN MSA"
37450,1118438,26,5,f,0,.675267581578636,846.508333333333,5.0,2,7,4,10,7,4,3,-3,2,2,1,0,0,US,5,5,3,OH,17140,017,"Cincinnati-Middletown, OH-KY-IN MSA"
37452,1139768,23,5,f,0,.0266785166129923,867.391666666667,7.5,2,5,5,5,5,3,0,-1,3,0,2,2,2,US,7,3,3,OH,17140,017,"Cincinnati-Middletown, OH-KY-IN MSA"
37453,1117499,41,5,f,0,.0483959289929721,1213.23333333333,7.5,2,8,9,10,10,3,1,-1,2,-1,2,2,2,US,5,7,4,OH,17140,017,"Cincinnati-Middletown, OH-KY-IN MSA"
37454,1117873,33,5,f,0,.257761290694331,1356.225,2.5,2,10,7,10,10,3,1,-1,3,3,3,3,3,US,7,11,6,OH,17140,017,"Cincinnati-Middletown, OH-KY-IN MSA"
37456,1095896,17,5,m,0,.0973521119339988,1307.26666666667,4.16666666666667,2,5,5,10,10,5,2,-2,1,-3,-2,0,0,US,4,13,2,OH,17140,017,"Cincinnati-Middletown, OH-KY-IN MSA"
37457,1095912,18,3,f,0,.605667102885201,937.858333333333,5.0,1,10,4,10,10,3,3,3,3,3,3,3,3,US,3,,3,OH,17140,017,"Cincinnati-Middletown, OH-KY-IN MSA"
37458,1117729,19,5,f,0,.541789826421441,931.4,3.33333333333333,2,5,0,10,9,5,1,-3,-2,-3,-2,-1,-1,US,5,7,3,OH,17140,017,"Cincinnati-Middletown, OH-KY-IN MSA"
37459,1118484,31,5,f,0,-.0865860040925766,692.025,10.0,1,5,6,10,6,5,2,0,1,-1,1,1,1,US,5,7,3,OH,17140,017,"Cincinnati-Middletown, OH-KY-IN MSA"
37460,1073250,22,5,m,0,.336874821903876,1268.63333333333,5.0,2,5,5,5,9,4,2,-1,0,0,0,1,1,PL,5,11,3,OH,17140,165,"Cincinnati-Middletown, OH-KY-IN MSA"
37462,1058196,20,5,f,0,-.174536897738814,861.258333333333,15.8333333333333,2,10,7,10,10,3,1,-1,3,2,3,3,3,US,5,10,5,OH,17140,017,"Cincinnati-Middletown, OH-KY-IN MSA"
37463,1121112,42,5,f,0,.00965516843577557,766.408333333333,18.3333333333333,2,4,4,10,10,5,2,-1,1,-1,-1,-1,-1,US,6,13,1,OH,17140,017,"Cincinnati-Middletown, OH-KY-IN MSA"
37465,1079080,15,5,f,0,.612762171797809,979.475,14.1666666666667,2,10,4,10,10,4,2,-2,-2,-3,3,3,3,US,2,13,3,OH,17140,025,"Cincinnati-Middletown, OH-KY-IN MSA"
37467,1066898,20,5,f,0,.646604266024262,852.6,10.8333333333333,1,7,6,8,9,3,0,-1,0,1,0,2,2,US,5,13,4,OH,99034,071,OH NONMETROPOLITAN AREA
37469,1149917,26,5,m,0,.265487367309413,1298.73333333333,4.16666666666667,1,7,7,7,10,3,2,-2,1,-1,3,3,3,US,7,10,4,OH,17140,025,"Cincinnati-Middletown, OH-KY-IN MSA"
37470,1109824,18,5,f,0,.0745599932100244,865.333333333333,15.0,1,10,10,10,10,2,-2,3,0,-3,3,3,3,US,5,10,6,OH,99034,071,OH NONMETROPOLITAN AREA
37471,1076678,16,5,f,0,.738082569447167,1047.59166666667,15.8333333333333,2,1,0,10,10,5,-2,-1,2,-3,2,0,0,US,3,,2,OH,17140,165,"Cincinnati-Middletown, OH-KY-IN MSA"
37472,1063020,40,3,f,0,.614428752174803,1061.65833333333,4.16666666666667,1,8,8,10,5,3,1,3,-3,-3,3,3,3,US,6,3,4,OH,17140,061,"Cincinnati-Middletown, OH-KY-IN MSA"
37473,1056984,20,5,m,0,.777818687793328,904.108333333333,4.16666666666667,2,1,5,5,10,5,3,-3,2,2,1,1,1,US,5,7,2,OH,17140,061,"Cincinnati-Middletown, OH-KY-IN MSA"
37474,1054696,44,8,f,1,-.872275165639129,992.583333333333,4.16666666666667,2,7,9,2,5,1,2,3,-2,-2,3,3,3,US,8,9,5,OH,17140,061,"Cincinnati-Middletown, OH-KY-IN MSA"
37475,1063545,32,2,m,0,1.03752190493782,966.025,8.33333333333333,1,0,2,10,10,5,2,3,3,1,3,3,3,CN,12,7,4,OH,17140,061,"Cincinnati-Middletown, OH-KY-IN MSA"
37476,1140034,24,5,m,1,-.228293175085799,754.175,7.5,2,10,9,10,10,3,-3,3,0,0,3,3,3,US,5,4,4,OH,17140,061,"Cincinnati-Middletown, OH-KY-IN MSA"
37477,1104291,61,8,f,0,-.307965754698904,855.208333333333,4.16666666666667,1,10,10,10,10,3,2,2,-3,-3,3,3,3,US,4,,4,OH,17140,061,"Cincinnati-Middletown, OH-KY-IN MSA"
37478,1102219,33,3,f,0,.404385277322845,782.325,5.83333333333333,1,8,8,9,5,3,-1,-1,1,-2,1,3,3,US,6,2,4,OH,17140,061,"Cincinnati-Middletown, OH-KY-IN MSA"
37479,1122868,41,3,f,0,.875361582594127,1088.8,4.16666666666667,1,7,5,10,10,5,-2,0,3,3,1,1,1,US,7,8,3,OH,17140,061,"Cincinnati-Middletown, OH-KY-IN MSA"
37480,1141788,40,4,f,0,1.07685960281592,746.25,4.16666666666667,2,8,5,9,9,4,1,-1,1,-2,0,1,1,US,6,2,4,OH,17140,061,"Cincinnati-Middletown, OH-KY-IN MSA"
37482,1119715,20,5,f,0,.482827675609557,725.908333333333,6.66666666666667,1,0,0,10,10,5,3,-3,-2,-2,-2,-2,-2,US,5,7,2,OH,19380,135,"Dayton, OH MSA"
37483,1063387,22,5,m,0,.762185423508763,867.458333333333,14.1666666666667,1,0,5,9,9,5,0,-3,-3,-2,-2,-2,-2,US,8,11,1,OH,19380,109,"Dayton, OH MSA"
37484,1111339,51,5,f,0,.1695079782033,821.508333333333,1.66666666666667,2,5,8,5,5,3,1,2,-3,-2,3,2,2,US,9,13,5,OH,99034,149,OH NONMETROPOLITAN AREA
37485,1108406,14,5,f,0,.871935578295434,933.85,17.5,1,7,3,10,8,4,3,-2,1,-2,3,0,0,US,3,,4,OH,19380,057,"Dayton, OH MSA"
37487,1131782,33,5,f,0,.875566810029029,1177.525,7.5,2,0,0,10,10,5,-3,-3,-2,-2,-2,-2,-2,US,8,12,1,OH,19380,057,"Dayton, OH MSA"
37489,1151406,56,5,f,1,-.64479421096784,1002.375,3.33333333333333,1,7,10,3,7,2,2,2,-3,-3,3,3,3,US,6,2,6,OH,19380,113,"Dayton, OH MSA"
37490,1059481,19,4,f,0,.0293643829380114,856.433333333333,10.8333333333333,1,9,7,10,8,3,-1,0,1,-1,1,2,2,US,5,2,4,OH,19380,113,"Dayton, OH MSA"
37491,1127585,23,5,m,0,1.13068039789309,1363.65,2.5,2,5,8,10,10,4,1,3,3,-3,2,3,3,US,6,4,2,OH,19380,113,"Dayton, OH MSA"
37492,1134012,38,5,m,0,.78798112620323,1150.14166666667,3.33333333333333,1,0,8,9,10,5,1,2,0,0,0,2,2,.,7,9,3,OH,19380,113,"Dayton, OH MSA"
37493,1115867,55,3,m,0,.810247094275786,1730.875,5.83333333333333,1,5,4,10,10,5,0,-2,3,-3,3,3,3,US,6,6,3,OH,19380,113,"Dayton, OH MSA"
37496,1091805,20,3,f,0,.684553808709657,1440.25,16.6666666666667,2,3,5,10,10,5,2,-1,-2,-1,-2,-2,-2,US,5,3,5,OH,19380,113,"Dayton, OH MSA"
37497,1105799,34,5,m,1,.0240351562338094,882.6,5.83333333333333,1,4,5,2,8,3,0,3,0,-3,0,2,2,US,4,,6,OH,19380,113,"Dayton, OH MSA"
37498,1111060,55,5,m,0,.0715362919205666,1432.74166666667,2.5,1,6,5,5,8,3,-2,3,0,0,3,3,3,US,10,9,4,OH,19380,113,"Dayton, OH MSA"
37500,1134701,26,5,m,1,.312255988003583,916.241666666667,4.16666666666667,2,10,5,5,5,2,3,-3,-3,-3,3,3,3,US,5,13,4,OH,44220,023,"Springfield, OH MSA"
37501,1148307,36,3,f,0,.375846626565743,904.108333333333,4.16666666666667,1,7,5,10,10,5,0,1,2,1,2,0,0,US,5,2,3,OH,44220,023,"Springfield, OH MSA"
37502,1099702,32,5,f,0,.398597179008865,1056.46666666667,10.8333333333333,2,5,5,10,10,3,0,0,3,-3,3,0,0,US,5,13,4,OH,99034,141,OH NONMETROPOLITAN AREA
37503,1089008,19,5,f,0,.245396377664137,721.433333333333,6.66666666666667,1,5,5,5,5,3,-3,3,3,-2,2,3,3,US,5,7,3,OH,99034,145,OH NONMETROPOLITAN AREA
37505,1066462,18,5,f,0,.14125168777047,1013.55,11.6666666666667,2,5,5,5,5,3,2,2,-3,-3,3,3,3,US,5,9,6,OH,99034,141,OH NONMETROPOLITAN AREA
37507,1070589,18,5,f,0,1.05296427685339,1425.675,16.6666666666667,2,8,8,10,10,4,2,-2,0,1,-1,1,1,US,6,9,3,OH,99034,001,OH NONMETROPOLITAN AREA
37508,1071388,18,5,f,0,.621424784520509,1130.19166666667,14.1666666666667,1,2,3,10,10,5,-2,-3,-1,-1,-2,-2,-2,US,6,9,3,OH,99034,001,OH NONMETROPOLITAN AREA
37509,1071614,19,5,f,0,.202686154951066,928.25,1.66666666666667,2,10,10,10,10,3,1,-1,3,3,3,3,3,US,5,2,5,OH,99034,009,OH NONMETROPOLITAN AREA
37510,1073755,20,5,f,0,.107744331319913,857.383333333333,5.0,2,8,6,9,9,4,1,-2,0,-2,3,0,0,US,5,10,4,OH,99034,009,OH NONMETROPOLITAN AREA
37511,1073899,21,5,f,0,-.0631928148911843,742.525,6.66666666666667,2,9,8,9,9,3,1,-1,3,1,3,0,0,US,5,7,3,OH,99034,009,OH NONMETROPOLITAN AREA
37512,1074258,21,5,f,0,.466794990390035,684.408333333333,5.0,2,5,6,10,6,5,1,-1,2,0,2,1,1,US,6,10,4,OH,99034,009,OH NONMETROPOLITAN AREA
37514,1074429,19,5,f,0,-.0102777474055158,682.725,8.33333333333333,1,5,5,5,5,3,1,-1,2,0,3,3,3,US,5,10,5,OH,99034,009,OH NONMETROPOLITAN AREA
37515,1074554,22,4,f,0,.571889607877244,1055.775,17.5,2,5,5,5,5,3,1,0,3,0,3,3,3,US,5,10,4,OH,99034,009,OH NONMETROPOLITAN AREA
37516,1074675,22,5,f,0,.710957368274654,839.458333333333,5.0,1,6,6,8,8,4,2,-1,0,0,2,1,1,US,5,10,3,OH,99034,009,OH NONMETROPOLITAN AREA
37517,1074789,20,5,f,0,-.313430309842526,939.608333333333,7.5,1,9,9,7,7,3,-3,3,0,-3,3,2,2,US,5,10,5,OH,99034,009,OH NONMETROPOLITAN AREA
37518,1074906,20,5,f,0,.184971431117537,826.1,8.33333333333333,2,9,6,8,10,3,1,1,3,1,3,2,2,US,5,8,3,OH,99034,009,OH NONMETROPOLITAN AREA
37520,1075354,23,5,m,2,-.127869765508633,939.65,10.8333333333333,2,5,5,5,5,4,0,0,3,-3,3,3,3,US,5,8,6,OH,99034,009,OH NONMETROPOLITAN AREA
37522,1075671,21,5,m,0,.645507813284261,928.933333333333,19.1666666666667,2,5,9,5,10,5,-1,1,2,0,2,3,3,US,5,10,5,OH,99034,009,OH NONMETROPOLITAN AREA
37523,1076724,22,5,m,0,.646377504343224,923.816666666667,10.0,2,5,6,10,10,4,2,-1,3,1,2,0,0,US,5,6,3,OH,99034,009,OH NONMETROPOLITAN AREA
37524,1110337,20,5,f,0,.658529309448604,877.816666666667,5.83333333333333,1,5,5,5,5,3,-3,3,-1,-1,3,3,3,US,5,3,5,OH,99034,009,OH NONMETROPOLITAN AREA
37525,1111177,21,5,f,0,.680644883758904,855.775,4.16666666666667,2,10,9,10,9,3,1,-2,3,-1,3,2,2,US,5,5,4,OH,99034,009,OH NONMETROPOLITAN AREA
37528,1074133,24,5,f,0,.246985159115029,929.733333333333,4.16666666666667,1,1,1,9,10,5,0,0,0,0,0,0,0,US,5,10,6,OH,99034,009,OH NONMETROPOLITAN AREA
37529,1099088,26,5,f,2,-.369258329062293,1273.21666666667,6.66666666666667,2,0,10,10,10,3,-2,-1,1,-3,1,3,3,US,4,,3,OH,30620,003,"Lima, OH MSA"
37530,1139806,30,5,f,0,.869961335634215,886.716666666667,0.833333333333333,1,5,5,9,9,4,2,-1,2,-3,2,2,2,US,7,5,2,OH,30620,003,"Lima, OH MSA"
37531,1143740,25,5,f,0,.684235568087288,727.716666666667,1.66666666666667,1,5,5,4,5,3,-2,2,2,-1,3,3,3,US,7,11,5,IN,11300,095,"Anderson, IN MSA"
37532,1094522,16,5,f,1,.611058467204392,831.583333333333,19.1666666666667,1,6,8,2,6,2,-3,3,0,-3,3,3,3,CA,3,,6,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37533,1130729,16,5,f,1,-.496505638631432,798.233333333333,19.1666666666667,2,7,7,2,5,2,-3,3,-3,-3,3,3,3,CA,3,,6,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37534,1132393,27,5,f,0,.0823257385138132,1238.525,7.5,1,9,9,9,10,3,0,3,0,0,3,2,2,.,9,1,5,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37536,1088439,17,5,m,0,-.211804289276034,876.091666666667,5.0,1,8,8,8,9,3,-2,1,0,-2,3,-1,-1,US,4,,5,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37538,1088443,19,5,m,0,.538651689224532,787.3,2.5,1,0,5,8,10,5,2,-2,-1,-1,-1,-2,-2,US,4,,2,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37539,1090256,18,5,f,0,1.25587746104873,824.225,10.8333333333333,1,3,2,9,10,5,3,-3,3,2,2,2,2,US,4,,4,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37540,1090276,17,5,m,0,.274270584360492,688.858333333333,10.8333333333333,2,6,8,8,10,4,1,-1,1,-1,1,0,0,US,3,,3,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37541,1090283,18,5,m,0,.265254763855032,933.691666666667,8.33333333333333,1,1,7,8,7,5,1,-1,1,-1,0,0,0,US,4,,3,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37542,1090296,18,5,f,0,.984558266553333,672.341666666667,15.8333333333333,1,3,2,9,10,4,3,-3,3,2,2,2,2,US,4,,4,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37543,1090300,18,5,f,0,.263876903785561,946.108333333333,12.5,1,3,2,9,9,4,1,-3,1,0,-1,0,0,US,4,,3,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37544,1090302,17,5,m,0,.665338070518894,715.391666666667,17.5,1,4,8,8,10,4,1,-1,-1,-1,-1,0,0,US,3,,3,IN,26900,057,"Indianapolis-Carmel, IN MSA"
37545,1090324,18,5,f,0,.345563697178062,907.85,18.3333333333333,1,3,2,9,9,4,2,-2,1,0,0,0,0,US,4,,4,IN,26900,057,"Indianapolis-Carmel, IN MSA"
